Date;Open;High;Low;Close
Apr 28, 2019 21:00;1.11447;1.11491;1.11447;1.11484
Apr 26, 2019 20:00;1.11473;1.11535;1.11465;1.11473
Apr 26, 2019 19:00;1.11539;1.11541;1.1147;1.11474
Apr 26, 2019 18:00;1.11569;1.11598;1.11513;1.1154
Apr 26, 2019 17:00;1.11629;1.11659;1.11561;1.11568
Apr 26, 2019 16:00;1.11537;1.11633;1.11508;1.11628
Apr 26, 2019 15:00;1.11631;1.1169;1.1154;1.11543
Apr 26, 2019 14:00;1.11539;1.11738;1.11514;1.11626
Apr 26, 2019 13:00;1.11477;1.11568;1.11421;1.11539
Apr 26, 2019 12:00;1.11336;1.11593;1.11112;1.11482
Apr 26, 2019 11:00;1.11367;1.11415;1.11323;1.11331
Apr 26, 2019 10:00;1.11373;1.11398;1.11349;1.11369
Apr 26, 2019 09:00;1.11425;1.1145;1.11375;1.11375
Apr 26, 2019 08:00;1.11408;1.11446;1.11295;1.11423
Apr 26, 2019 07:00;1.11446;1.1147;1.11385;1.1141
Apr 26, 2019 06:00;1.11395;1.11471;1.11341;1.11442
Apr 26, 2019 05:00;1.11352;1.114;1.11331;1.114
Apr 26, 2019 04:00;1.11358;1.11379;1.11353;1.11353
Apr 26, 2019 03:00;1.11388;1.11389;1.11348;1.11359
Apr 26, 2019 02:00;1.11338;1.11411;1.11292;1.11388
Apr 26, 2019 01:00;1.11291;1.11382;1.11267;1.11337
Apr 26, 2019 00:00;1.11355;1.11366;1.11242;1.11294
Apr 25, 2019 23:00;1.11374;1.11394;1.11354;1.11356
Apr 25, 2019 22:00;1.11339;1.11377;1.11339;1.11372
Apr 25, 2019 21:00;1.11285;1.11366;1.11281;1.11342
Apr 25, 2019 20:00;1.11333;1.1134;1.11314;1.11328
Apr 25, 2019 19:00;1.1128;1.11341;1.11273;1.11334
Apr 25, 2019 18:00;1.11361;1.11363;1.11273;1.11282
Apr 25, 2019 17:00;1.11365;1.11385;1.11322;1.11357
Apr 25, 2019 16:00;1.11396;1.11437;1.11298;1.11365
Apr 25, 2019 15:00;1.11438;1.11479;1.11322;1.11395
Apr 25, 2019 14:00;1.11415;1.11543;1.1139;1.11434
Apr 25, 2019 13:00;1.11306;1.11469;1.11297;1.11418
Apr 25, 2019 12:00;1.11234;1.11308;1.11177;1.11305
Apr 25, 2019 11:00;1.11326;1.11341;1.11217;1.11235
Apr 25, 2019 10:00;1.11333;1.11411;1.11311;1.11324
Apr 25, 2019 09:00;1.11476;1.11483;1.11294;1.11338
Apr 25, 2019 08:00;1.11543;1.11551;1.11347;1.11471
Apr 25, 2019 07:00;1.1155;1.116;1.11449;1.11547
Apr 25, 2019 06:00;1.11557;1.11626;1.11516;1.11552
Apr 25, 2019 05:00;1.11573;1.11588;1.11529;1.11557
Apr 25, 2019 04:00;1.11565;1.1158;1.11504;1.11572
Apr 25, 2019 03:00;1.11596;1.11597;1.11562;1.11568
Apr 25, 2019 02:00;1.11541;1.11604;1.11505;1.11593
Apr 25, 2019 01:00;1.11526;1.11548;1.11449;1.11542
Apr 25, 2019 00:00;1.11533;1.11536;1.1145;1.11523
Apr 24, 2019 23:00;1.11579;1.11579;1.11499;1.11533
Apr 24, 2019 22:00;1.11551;1.11595;1.11551;1.11582
Apr 24, 2019 21:00;1.11538;1.11565;1.11511;1.11551
Apr 24, 2019 20:00;1.11563;1.1159;1.11509;1.1152
Apr 24, 2019 19:00;1.11414;1.11576;1.11414;1.11567
Apr 24, 2019 18:00;1.11642;1.11646;1.11404;1.11411
Apr 24, 2019 17:00;1.11586;1.11651;1.11532;1.11643
Apr 24, 2019 16:00;1.11914;1.1192;1.11563;1.11587
Apr 24, 2019 15:00;1.12045;1.12046;1.11898;1.11911
Apr 24, 2019 14:00;1.1193;1.12099;1.11894;1.12051
Apr 24, 2019 13:00;1.12038;1.12038;1.11811;1.11929
Apr 24, 2019 12:00;1.12109;1.12117;1.12025;1.12031
Apr 24, 2019 11:00;1.12088;1.12117;1.12035;1.12111
Apr 24, 2019 10:00;1.12144;1.12151;1.1208;1.1209
Apr 24, 2019 09:00;1.12181;1.12233;1.12105;1.12143
Apr 24, 2019 08:00;1.12166;1.12195;1.11947;1.12182
Apr 24, 2019 07:00;1.1208;1.12173;1.12006;1.12164
Apr 24, 2019 06:00;1.12143;1.12153;1.12039;1.12079
Apr 24, 2019 05:00;1.12162;1.12182;1.12132;1.12145
Apr 24, 2019 04:00;1.12109;1.12163;1.12107;1.12159
Apr 24, 2019 03:00;1.1214;1.12145;1.12084;1.1211
Apr 24, 2019 02:00;1.12172;1.12172;1.1209;1.12143
Apr 24, 2019 01:00;1.12174;1.12203;1.12093;1.12169
Apr 24, 2019 00:00;1.12239;1.12241;1.12169;1.12177
Apr 23, 2019 23:00;1.12215;1.12243;1.12209;1.12235
Apr 23, 2019 22:00;1.12226;1.12243;1.12208;1.12215
Apr 23, 2019 21:00;1.1226;1.12263;1.12211;1.12228
Apr 23, 2019 20:00;1.12246;1.1228;1.12218;1.12277
Apr 23, 2019 19:00;1.12147;1.12246;1.12143;1.12244
Apr 23, 2019 18:00;1.12131;1.12165;1.1211;1.12148
Apr 23, 2019 17:00;1.12137;1.12147;1.12096;1.12134
Apr 23, 2019 16:00;1.12124;1.12163;1.12106;1.12137
Apr 23, 2019 15:00;1.12068;1.12127;1.12004;1.12124
Apr 23, 2019 14:00;1.12105;1.12119;1.11922;1.12068
Apr 23, 2019 13:00;1.1218;1.12186;1.12043;1.12108
Apr 23, 2019 12:00;1.12467;1.12479;1.12169;1.1218
Apr 23, 2019 11:00;1.12526;1.12529;1.12441;1.12461
Apr 23, 2019 10:00;1.12563;1.12563;1.1249;1.12529
Apr 23, 2019 09:00;1.12504;1.12612;1.12498;1.12564
Apr 23, 2019 08:00;1.12452;1.12584;1.12421;1.12502
Apr 23, 2019 07:00;1.12477;1.12513;1.12417;1.12452
Apr 23, 2019 06:00;1.12497;1.12497;1.1243;1.1248
Apr 23, 2019 05:00;1.12499;1.12518;1.1247;1.12496
Apr 23, 2019 04:00;1.12529;1.12534;1.12496;1.12498
Apr 23, 2019 03:00;1.12496;1.12551;1.12496;1.12532
Apr 23, 2019 02:00;1.12497;1.1251;1.12473;1.12496
Apr 23, 2019 01:00;1.12446;1.12509;1.12446;1.12495
Apr 23, 2019 00:00;1.12587;1.1259;1.12448;1.12449
Apr 22, 2019 23:00;1.12599;1.12605;1.12584;1.12585
Apr 22, 2019 22:00;1.12578;1.12601;1.12574;1.12597
Apr 22, 2019 21:00;1.12565;1.12592;1.12539;1.12575
Apr 22, 2019 20:00;1.12586;1.12587;1.12564;1.12567
Apr 22, 2019 19:00;1.12584;1.12603;1.12582;1.12588
Apr 22, 2019 18:00;1.12608;1.12616;1.12583;1.12584
Apr 22, 2019 17:00;1.12582;1.12614;1.12581;1.12609
Apr 22, 2019 16:00;1.12581;1.12619;1.12574;1.12583
Apr 22, 2019 15:00;1.12545;1.12618;1.12525;1.12577
Apr 22, 2019 14:00;1.12515;1.12567;1.12497;1.12545
Apr 22, 2019 13:00;1.12493;1.12544;1.12485;1.12517
Apr 22, 2019 12:00;1.12481;1.1255;1.12464;1.12494
Apr 22, 2019 11:00;1.12496;1.12504;1.12469;1.12478
Apr 22, 2019 10:00;1.12489;1.12519;1.12486;1.12498
Apr 22, 2019 09:00;1.12457;1.12495;1.12456;1.12488
Apr 22, 2019 08:00;1.12463;1.12473;1.12431;1.12456
Apr 22, 2019 07:00;1.12432;1.12469;1.12412;1.12465
Apr 22, 2019 06:00;1.12427;1.12446;1.12405;1.12434
Apr 22, 2019 05:00;1.12381;1.12433;1.12371;1.12426
Apr 22, 2019 04:00;1.12366;1.12382;1.12358;1.12381
Apr 22, 2019 03:00;1.12398;1.12414;1.12368;1.12369
Apr 22, 2019 02:00;1.12408;1.12417;1.12368;1.12398
Apr 22, 2019 01:00;1.12425;1.12443;1.12403;1.12406
Apr 22, 2019 00:00;1.12441;1.12451;1.12419;1.12422
Apr 21, 2019 23:00;1.12427;1.1245;1.12421;1.12443
Apr 21, 2019 22:00;1.12426;1.12434;1.12371;1.12426
Apr 21, 2019 21:00;1.12401;1.12458;1.124;1.12428
Apr 19, 2019 20:00;1.12453;1.1247;1.124;1.124
Apr 19, 2019 19:00;1.12451;1.12462;1.12444;1.12451
Apr 19, 2019 18:00;1.12437;1.12459;1.12424;1.1245
Apr 19, 2019 17:00;1.12451;1.12456;1.12427;1.12439
Apr 19, 2019 16:00;1.1246;1.1246;1.12427;1.12452
Apr 19, 2019 15:00;1.12463;1.12471;1.12437;1.1246
Apr 19, 2019 14:00;1.12441;1.12474;1.12435;1.12461
Apr 19, 2019 13:00;1.12446;1.12465;1.12423;1.12445
Apr 19, 2019 12:00;1.12451;1.12459;1.12418;1.12442
Apr 19, 2019 11:00;1.12467;1.12468;1.12451;1.12454
Apr 19, 2019 10:00;1.12446;1.12471;1.12443;1.12466
Apr 19, 2019 09:00;1.12466;1.12467;1.12435;1.12448
Apr 19, 2019 08:00;1.1244;1.12476;1.12436;1.12468
Apr 19, 2019 07:00;1.12423;1.12454;1.12422;1.12439
Apr 19, 2019 06:00;1.12431;1.12452;1.12418;1.12424
Apr 19, 2019 05:00;1.12379;1.12432;1.12379;1.12427
Apr 19, 2019 04:00;1.12367;1.12381;1.12351;1.12381
Apr 19, 2019 03:00;1.12365;1.12371;1.12363;1.12367
Apr 19, 2019 02:00;1.12412;1.12422;1.12322;1.12364
Apr 19, 2019 01:00;1.12401;1.12422;1.12393;1.12415
Apr 19, 2019 00:00;1.1235;1.12406;1.12349;1.12401
Apr 18, 2019 23:00;1.12366;1.12382;1.12345;1.1235
Apr 18, 2019 22:00;1.12314;1.12367;1.12314;1.12367
Apr 18, 2019 21:00;1.12287;1.12313;1.12269;1.12309
Apr 18, 2019 20:00;1.12299;1.12332;1.12291;1.12301
Apr 18, 2019 19:00;1.123;1.12313;1.12289;1.12297
Apr 18, 2019 18:00;1.12285;1.12319;1.12274;1.12304
Apr 18, 2019 17:00;1.12295;1.12302;1.12259;1.12279
Apr 18, 2019 16:00;1.12407;1.12407;1.1229;1.12298
Apr 18, 2019 15:00;1.1243;1.12447;1.12375;1.12405
Apr 18, 2019 14:00;1.12495;1.12507;1.12358;1.1243
Apr 18, 2019 13:00;1.12402;1.12536;1.12359;1.12494
Apr 18, 2019 12:00;1.12521;1.12543;1.12382;1.12407
Apr 18, 2019 11:00;1.12538;1.12581;1.12498;1.12517
Apr 18, 2019 10:00;1.12514;1.1257;1.12488;1.12539
Apr 18, 2019 09:00;1.1261;1.12613;1.12494;1.12519
Apr 18, 2019 08:00;1.12709;1.12709;1.12429;1.12605
Apr 18, 2019 07:00;1.13015;1.13025;1.12649;1.12712
Apr 18, 2019 06:00;1.12997;1.13038;1.12964;1.13012
Apr 18, 2019 05:00;1.12946;1.13008;1.12945;1.12997
Apr 18, 2019 04:00;1.1294;1.12956;1.12931;1.12947
Apr 18, 2019 03:00;1.12922;1.12942;1.12921;1.1294
Apr 18, 2019 02:00;1.12923;1.12955;1.12893;1.12919
Apr 18, 2019 01:00;1.12984;1.13006;1.12922;1.12924
Apr 18, 2019 00:00;1.12966;1.12988;1.12944;1.12984
Apr 17, 2019 23:00;1.12983;1.12989;1.12962;1.12962
Apr 17, 2019 22:00;1.12974;1.12997;1.1296;1.12984
Apr 17, 2019 21:00;1.12924;1.12985;1.12924;1.12973
Apr 17, 2019 20:00;1.12997;1.13008;1.12963;1.12991
Apr 17, 2019 19:00;1.12983;1.13014;1.12976;1.12994
Apr 17, 2019 18:00;1.12969;1.12995;1.12943;1.12985
Apr 17, 2019 17:00;1.1296;1.13023;1.12956;1.12965
Apr 17, 2019 16:00;1.12962;1.13012;1.12933;1.12963
Apr 17, 2019 15:00;1.13031;1.13032;1.12953;1.1296
Apr 17, 2019 14:00;1.13036;1.13071;1.12904;1.13028
Apr 17, 2019 13:00;1.13037;1.13055;1.12911;1.1304
Apr 17, 2019 12:00;1.13028;1.13078;1.13008;1.13038
Apr 17, 2019 11:00;1.13092;1.13132;1.13017;1.13021
Apr 17, 2019 10:00;1.13087;1.13122;1.1305;1.13095
Apr 17, 2019 09:00;1.13159;1.13192;1.13057;1.13085
Apr 17, 2019 08:00;1.13167;1.13201;1.13108;1.13157
Apr 17, 2019 07:00;1.13063;1.13237;1.13038;1.13169
Apr 17, 2019 06:00;1.13115;1.13139;1.13039;1.13065
Apr 17, 2019 05:00;1.13029;1.13113;1.13028;1.13113
Apr 17, 2019 04:00;1.13033;1.13046;1.13029;1.13034
Apr 17, 2019 03:00;1.12981;1.13032;1.12978;1.13028
Apr 17, 2019 02:00;1.12936;1.13031;1.12936;1.12987
Apr 17, 2019 01:00;1.12862;1.12942;1.12837;1.1293
Apr 17, 2019 00:00;1.12845;1.1287;1.12813;1.12864
Apr 16, 2019 23:00;1.12813;1.12854;1.12813;1.12846
Apr 16, 2019 22:00;1.1285;1.12878;1.12787;1.12811
Apr 16, 2019 21:00;1.12797;1.12862;1.12797;1.12853
Apr 16, 2019 20:00;1.1283;1.12841;1.12801;1.12805
Apr 16, 2019 19:00;1.12875;1.12893;1.12825;1.1283
Apr 16, 2019 18:00;1.12879;1.12904;1.12845;1.12875
Apr 16, 2019 17:00;1.12838;1.12894;1.12831;1.1288
Apr 16, 2019 16:00;1.12925;1.12932;1.12803;1.1284
Apr 16, 2019 15:00;1.13001;1.13025;1.12874;1.12924
Apr 16, 2019 14:00;1.12958;1.13057;1.12935;1.12998
Apr 16, 2019 13:00;1.1297;1.13026;1.12944;1.1296
Apr 16, 2019 12:00;1.13096;1.13118;1.12921;1.12973
Apr 16, 2019 11:00;1.13008;1.1311;1.12992;1.13096
Apr 16, 2019 10:00;1.12905;1.13044;1.12896;1.13004
Apr 16, 2019 09:00;1.13051;1.13104;1.12795;1.12907
Apr 16, 2019 08:00;1.13104;1.13141;1.13047;1.13052
Apr 16, 2019 07:00;1.13081;1.13121;1.12993;1.13103
Apr 16, 2019 06:00;1.13048;1.13095;1.13013;1.13079
Apr 16, 2019 05:00;1.13046;1.1306;1.13024;1.13052
Apr 16, 2019 04:00;1.13027;1.13048;1.13019;1.13044
Apr 16, 2019 03:00;1.12984;1.13031;1.12966;1.13025
Apr 16, 2019 02:00;1.12932;1.12994;1.12928;1.12983
Apr 16, 2019 01:00;1.13058;1.13066;1.12929;1.12936
Apr 16, 2019 00:00;1.13043;1.13073;1.13022;1.13054
Apr 15, 2019 23:00;1.13023;1.13047;1.1302;1.13043
Apr 15, 2019 22:00;1.13009;1.13036;1.13002;1.13024
Apr 15, 2019 21:00;1.1303;1.13062;1.12998;1.13008
Apr 15, 2019 20:00;1.13056;1.13056;1.13012;1.1304
Apr 15, 2019 19:00;1.1304;1.13058;1.13001;1.13055
Apr 15, 2019 18:00;1.13025;1.1305;1.12999;1.13036
Apr 15, 2019 17:00;1.13065;1.1308;1.13018;1.13026
Apr 15, 2019 16:00;1.13037;1.13085;1.1302;1.13064
Apr 15, 2019 15:00;1.1308;1.1308;1.13001;1.13036
Apr 15, 2019 14:00;1.13037;1.13123;1.13029;1.13084
Apr 15, 2019 13:00;1.13132;1.13155;1.12974;1.13031
Apr 15, 2019 12:00;1.13079;1.13148;1.13077;1.13132
Apr 15, 2019 11:00;1.13091;1.13161;1.13057;1.13076
Apr 15, 2019 10:00;1.13142;1.13152;1.13075;1.13096
Apr 15, 2019 09:00;1.13178;1.13195;1.13123;1.13138
Apr 15, 2019 08:00;1.13166;1.13204;1.13128;1.13183
Apr 15, 2019 07:00;1.13119;1.13209;1.13114;1.13164
Apr 15, 2019 06:00;1.13061;1.13137;1.13023;1.13116
Apr 15, 2019 05:00;1.13091;1.13105;1.13057;1.13066
Apr 15, 2019 04:00;1.13114;1.13129;1.13089;1.13092
Apr 15, 2019 03:00;1.13139;1.13144;1.13112;1.13114
Apr 15, 2019 02:00;1.13086;1.13142;1.13078;1.13135
Apr 15, 2019 01:00;1.13035;1.1309;1.13015;1.13087
Apr 15, 2019 00:00;1.13027;1.13059;1.13013;1.13036
Apr 14, 2019 23:00;1.13043;1.13071;1.13019;1.13026
Apr 14, 2019 22:00;1.1301;1.13062;1.1301;1.13043
Apr 14, 2019 21:00;1.13036;1.13036;1.12992;1.13014
Apr 12, 2019 20:00;1.12988;1.12988;1.12927;1.12982
Apr 12, 2019 19:00;1.12957;1.12984;1.12938;1.12983
Apr 12, 2019 18:00;1.12968;1.12992;1.12952;1.1296
Apr 12, 2019 17:00;1.12986;1.12994;1.12941;1.12968
Apr 12, 2019 16:00;1.13041;1.13076;1.12947;1.12984
Apr 12, 2019 15:00;1.13135;1.13206;1.13038;1.13041
Apr 12, 2019 14:00;1.13137;1.13223;1.13118;1.13134
Apr 12, 2019 13:00;1.13206;1.13242;1.13115;1.13142
Apr 12, 2019 12:00;1.13068;1.13224;1.13068;1.13204
Apr 12, 2019 11:00;1.13132;1.13216;1.13068;1.13068
Apr 12, 2019 10:00;1.13138;1.13187;1.13055;1.13129
Apr 12, 2019 09:00;1.13056;1.13144;1.13043;1.13142
Apr 12, 2019 08:00;1.12888;1.13102;1.12877;1.13057
Apr 12, 2019 07:00;1.12843;1.12916;1.12817;1.12887
Apr 12, 2019 06:00;1.12857;1.12885;1.12823;1.12841
Apr 12, 2019 05:00;1.12914;1.12914;1.12839;1.12859
Apr 12, 2019 04:00;1.12898;1.12918;1.12888;1.12912
Apr 12, 2019 03:00;1.12897;1.12949;1.12872;1.12901
Apr 12, 2019 02:00;1.12844;1.12909;1.12841;1.12895
Apr 12, 2019 01:00;1.12838;1.12858;1.12771;1.12848
Apr 12, 2019 00:00;1.12601;1.12917;1.12571;1.12835
Apr 11, 2019 23:00;1.1258;1.12621;1.12579;1.12599
Apr 11, 2019 22:00;1.12569;1.12612;1.12568;1.12584
Apr 11, 2019 21:00;1.12508;1.12577;1.12508;1.12566
Apr 11, 2019 20:00;1.12593;1.12594;1.12538;1.12541
Apr 11, 2019 19:00;1.12559;1.12606;1.12547;1.12597
Apr 11, 2019 18:00;1.12556;1.12593;1.12535;1.12562
Apr 11, 2019 17:00;1.12585;1.1262;1.12499;1.12552
Apr 11, 2019 16:00;1.12613;1.12635;1.12559;1.12581
Apr 11, 2019 15:00;1.12743;1.12744;1.12595;1.12617
Apr 11, 2019 14:00;1.12711;1.12761;1.12669;1.1274
Apr 11, 2019 13:00;1.12598;1.12717;1.12569;1.12711
Apr 11, 2019 12:00;1.1267;1.12676;1.12554;1.126
Apr 11, 2019 11:00;1.12836;1.12838;1.12636;1.12668
Apr 11, 2019 10:00;1.12781;1.12842;1.12745;1.12837
Apr 11, 2019 09:00;1.12789;1.12845;1.12761;1.12777
Apr 11, 2019 08:00;1.12815;1.12853;1.12751;1.12794
Apr 11, 2019 07:00;1.12783;1.12873;1.12752;1.12814
Apr 11, 2019 06:00;1.12823;1.12832;1.1275;1.12788
Apr 11, 2019 05:00;1.12799;1.12833;1.1279;1.12823
Apr 11, 2019 04:00;1.12769;1.12806;1.12759;1.12799
Apr 11, 2019 03:00;1.12757;1.12771;1.12729;1.12766
Apr 11, 2019 02:00;1.12766;1.12779;1.12747;1.12757
Apr 11, 2019 01:00;1.12758;1.12783;1.12748;1.12762
Apr 11, 2019 00:00;1.12758;1.12793;1.12725;1.12758
Apr 10, 2019 23:00;1.12762;1.12777;1.12748;1.12757
Apr 10, 2019 22:00;1.12746;1.12768;1.12737;1.12763
Apr 10, 2019 21:00;1.12729;1.12755;1.1271;1.12742
Apr 10, 2019 20:00;1.12723;1.12746;1.12696;1.12745
Apr 10, 2019 19:00;1.12708;1.12777;1.12696;1.12725
Apr 10, 2019 18:00;1.1274;1.12773;1.12632;1.12709
Apr 10, 2019 17:00;1.12754;1.12779;1.12734;1.12742
Apr 10, 2019 16:00;1.12663;1.12786;1.12625;1.12756
Apr 10, 2019 15:00;1.12503;1.12694;1.12489;1.12661
Apr 10, 2019 14:00;1.12413;1.12528;1.12403;1.12503
Apr 10, 2019 13:00;1.12562;1.12596;1.12296;1.12414
Apr 10, 2019 12:00;1.12758;1.12865;1.12531;1.1256
Apr 10, 2019 11:00;1.1275;1.12814;1.12724;1.12759
Apr 10, 2019 10:00;1.12777;1.12791;1.12723;1.1275
Apr 10, 2019 09:00;1.12699;1.1279;1.12682;1.12782
Apr 10, 2019 08:00;1.12655;1.12722;1.12614;1.12695
Apr 10, 2019 07:00;1.12718;1.12729;1.12615;1.12659
Apr 10, 2019 06:00;1.12632;1.1274;1.12618;1.12717
Apr 10, 2019 05:00;1.12616;1.12639;1.12595;1.12632
Apr 10, 2019 04:00;1.12605;1.12639;1.12591;1.12613
Apr 10, 2019 03:00;1.12586;1.12626;1.12576;1.12606
Apr 10, 2019 02:00;1.12571;1.12591;1.12564;1.12584
Apr 10, 2019 01:00;1.12586;1.12619;1.12555;1.12573
Apr 10, 2019 00:00;1.12654;1.12669;1.12572;1.12582
Apr 09, 2019 23:00;1.12663;1.1267;1.12652;1.12654
Apr 09, 2019 22:00;1.12637;1.12662;1.12622;1.12661
Apr 09, 2019 21:00;1.12622;1.1265;1.12612;1.12642
Apr 09, 2019 20:00;1.12646;1.12665;1.1262;1.12633
Apr 09, 2019 19:00;1.12665;1.12681;1.1262;1.12645
Apr 09, 2019 18:00;1.12671;1.12678;1.12627;1.12662
Apr 09, 2019 17:00;1.12704;1.12735;1.12632;1.12677
Apr 09, 2019 16:00;1.12772;1.12783;1.12701;1.12702
Apr 09, 2019 15:00;1.12732;1.12808;1.12682;1.12773
Apr 09, 2019 14:00;1.12794;1.1282;1.12697;1.12733
Apr 09, 2019 13:00;1.12795;1.12844;1.12764;1.12794
Apr 09, 2019 12:00;1.12743;1.12821;1.12723;1.12788
Apr 09, 2019 11:00;1.12784;1.12806;1.12734;1.12746
Apr 09, 2019 10:00;1.12743;1.12789;1.12719;1.12783
Apr 09, 2019 09:00;1.128;1.12809;1.12664;1.12742
Apr 09, 2019 08:00;1.12655;1.12805;1.12624;1.12802
Apr 09, 2019 07:00;1.12619;1.1272;1.12561;1.12652
Apr 09, 2019 06:00;1.12634;1.12679;1.12596;1.12621
